,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
50,0.0,0.0,483.0,106.0,590.0,207.0,683.0,259.0,595.0,342.0,602.0,518.0,369.0,613.0,507.0,835.0,348.0,856.0,0.0,0.0,593.0,1009.0
51,0.0,0.0,572.0,75.0,468.0,207.0,372.0,232.0,457.0,331.0,465.0,511.0,703.0,605.0,572.0,827.0,727.0,827.0,0.0,0.0,489.0,1004.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,63.0,592.0,303.0,303.0,450.0,496.0,728.0,324.0,775.0,205.0,854.0,610.0,970.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,72.0,583.0,280.0,291.0,402.0,466.0,694.0,277.0,718.0,0.0,0.0,586.0,911.0
54,0.0,0.0,0.0,0.0,0.0,0.0,337.0,27.0,439.0,73.0,433.0,307.0,736.0,406.0,548.0,706.0,754.0,740.0,0.0,0.0,465.0,940.0
55,480.0,126.0,530.0,285.0,394.0,475.0,289.0,517.0,397.0,637.0,396.0,865.0,694.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,571.0,84.0,471.0,213.0,375.0,241.0,471.0,346.0,468.0,536.0,715.0,626.0,559.0,853.0,728.0,871.0,0.0,0.0,0.0,0.0
57,0.0,0.0,484.0,82.0,577.0,216.0,689.0,252.0,581.0,349.0,578.0,538.0,343.0,644.0,508.0,859.0,349.0,890.0,249.0,958.0,0.0,0.0
58,454.0,115.0,415.0,270.0,541.0,456.0,712.0,480.0,545.0,629.0,551.0,868.0,246.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,45.0,387.0,288.0,683.0,412.0,510.0,686.0,712.0,769.0,823.0,869.0,384.0,920.0
60,0.0,0.0,495.0,75.0,602.0,189.0,725.0,220.0,605.0,327.0,605.0,523.0,361.0,622.0,498.0,839.0,342.0,880.0,279.0,935.0,620.0,1019.0
61,0.0,0.0,578.0,82.0,480.0,192.0,376.0,220.0,483.0,327.0,480.0,518.0,718.0,634.0,581.0,842.0,742.0,898.0,0.0,0.0,475.0,1022.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,43.0,544.0,253.0,258.0,358.0,445.0,649.0,261.0,677.0,0.0,0.0,610.0,802.0
63,480.0,117.0,527.0,285.0,390.0,453.0,273.0,466.0,399.0,613.0,393.0,850.0,686.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,501.0,120.0,462.0,283.0,583.0,451.0,731.0,466.0,598.0,622.0,598.0,833.0,319.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,27.0,586.0,277.0,277.0,421.0,448.0,686.0,268.0,755.0,180.0,832.0,595.0,905.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,43.0,346.0,261.0,626.0,351.0,444.0,614.0,656.0,662.0,791.0,751.0,315.0,799.0
67,451.0,114.0,501.0,282.0,372.0,448.0,279.0,518.0,364.0,625.0,363.0,826.0,638.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,463.0,73.0,560.0,184.0,677.0,217.0,572.0,324.0,571.0,498.0,345.0,584.0,495.0,781.0,330.0,814.0,0.0,0.0,616.0,931.0
69,0.0,0.0,501.0,75.0,402.0,190.0,315.0,235.0,390.0,327.0,391.0,507.0,619.0,592.0,469.0,787.0,640.0,824.0,745.0,890.0,364.0,917.0
70,514.0,76.0,471.0,243.0,601.0,430.0,763.0,457.0,610.0,610.0,620.0,862.0,300.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,45.0,375.0,289.0,665.0,421.0,492.0,692.0,700.0,755.0,808.0,829.0,387.0,916.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,33.0,175.0,244.0,463.0,658.0,109.0,701.0,0.0,0.0,671.0,998.0
73,0.0,0.0,495.0,168.0,325.0,396.0,138.0,432.0,327.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,39.0,556.0,249.0,267.0,364.0,466.0,614.0,258.0,664.0,0.0,0.0,598.0,791.0
75,454.0,142.0,496.0,289.0,376.0,456.0,382.0,619.0,0.0,0.0,367.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,502.0,123.0,465.0,276.0,577.0,451.0,724.0,465.0,599.0,617.0,593.0,836.0,316.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,21.0,566.0,277.0,255.0,409.0,441.0,688.0,225.0,739.0,0.0,0.0,574.0,905.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,195.0,740.0,270.0,947.0,414.0,307.0,547.0
79,462.0,243.0,504.0,381.0,391.0,520.0,313.0,554.0,388.0,664.0,384.0,847.0,610.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,474.0,64.0,569.0,186.0,679.0,226.0,578.0,331.0,584.0,510.0,367.0,586.0,515.0,782.0,343.0,805.0,0.0,0.0,620.0,911.0
81,0.0,0.0,507.0,175.0,333.0,397.0,189.0,515.0,316.0,676.0,309.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,193.0,12.0,373.0,154.0,394.0,593.0,851.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,489.0,91.0,595.0,208.0,718.0,261.0,608.0,348.0,607.0,538.0,364.0,650.0,520.0,850.0,354.0,886.0,267.0,968.0,635.0,1018.0
84,0.0,0.0,526.0,90.0,420.0,211.0,298.0,267.0,411.0,351.0,426.0,539.0,670.0,653.0,518.0,844.0,679.0,883.0,763.0,938.0,405.0,1021.0
85,0.0,0.0,0.0,0.0,0.0,0.0,749.0,6.0,599.0,85.0,607.0,328.0,307.0,481.0,518.0,748.0,306.0,839.0,231.0,899.0,715.0,934.0
86,475.0,112.0,526.0,288.0,250.0,489.0,249.0,492.0,379.0,620.0,388.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,288.0,670.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,114.0,569.0,342.0,270.0,442.0,468.0,698.0,265.0,764.0,165.0,856.0,625.0,914.0
89,0.0,0.0,0.0,0.0,0.0,0.0,298.0,4.0,423.0,78.0,420.0,315.0,721.0,460.0,502.0,730.0,743.0,833.0,826.0,908.0,387.0,958.0
90,0.0,0.0,495.0,172.0,297.0,433.0,133.0,550.0,313.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,457.0,90.0,560.0,220.0,682.0,276.0,562.0,366.0,559.0,557.0,327.0,683.0,487.0,890.0,312.0,943.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,69.0,402.0,291.0,703.0,438.0,508.0,686.0,722.0,731.0,850.0,808.0,387.0,896.0
93,0.0,0.0,486.0,87.0,593.0,205.0,713.0,259.0,601.0,352.0,599.0,538.0,358.0,644.0,523.0,857.0,345.0,883.0,243.0,955.0,617.0,1010.0
94,0.0,0.0,548.0,91.0,448.0,211.0,336.0,265.0,441.0,346.0,456.0,532.0,689.0,640.0,538.0,839.0,707.0,862.0,0.0,0.0,442.0,1001.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,460.0,192.0,635.0,55.0,760.0,793.0,823.0
96,456.0,124.0,504.0,292.0,375.0,472.0,231.0,515.0,369.0,644.0,381.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,70.0,575.0,294.0,273.0,432.0,469.0,694.0,246.0,746.0,0.0,0.0,599.0,908.0
98,0.0,0.0,0.0,0.0,0.0,0.0,262.0,15.0,370.0,85.0,361.0,318.0,652.0,460.0,429.0,731.0,674.0,824.0,775.0,907.0,336.0,959.0
99,445.0,124.0,496.0,291.0,358.0,478.0,0.0,0.0,372.0,649.0,366.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,577.0,90.0,471.0,217.0,384.0,283.0,477.0,358.0,471.0,548.0,706.0,676.0,529.0,872.0,722.0,944.0,0.0,0.0,0.0,0.0
101,0.0,0.0,465.0,90.0,568.0,222.0,683.0,283.0,569.0,370.0,572.0,562.0,336.0,682.0,508.0,889.0,316.0,944.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,60.0,563.0,354.0,262.0,515.0,480.0,788.0,280.0,920.0,186.0,1015.0,701.0,1019.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,82.0,409.0,345.0,716.0,471.0,536.0,778.0,736.0,860.0,841.0,932.0,0.0,0.0
104,0.0,0.0,502.0,181.0,728.0,451.0,982.0,536.0,715.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,493.0,66.0,611.0,196.0,724.0,258.0,602.0,352.0,587.0,563.0,357.0,712.0,523.0,878.0,361.0,947.0,276.0,995.0,0.0,0.0
106,513.0,88.0,466.0,271.0,602.0,480.0,769.0,504.0,601.0,655.0,587.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,533.0,106.0,584.0,297.0,456.0,484.0,279.0,487.0,454.0,659.0,456.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,548.0,91.0,496.0,267.0,631.0,450.0,790.0,487.0,625.0,629.0,608.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,535.0,84.0,441.0,211.0,295.0,235.0,444.0,343.0,447.0,556.0,688.0,710.0,518.0,895.0,688.0,949.0,760.0,997.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,28.0,445.0,553.0,898.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,456.0,222.0,622.0,63.0,772.0,811.0,977.0
112,489.0,102.0,538.0,268.0,421.0,462.0,244.0,466.0,420.0,623.0,432.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,64.0,569.0,354.0,271.0,515.0,0.0,0.0,274.0,904.0,153.0,997.0,685.0,1006.0
114,484.0,93.0,536.0,280.0,405.0,477.0,238.0,486.0,412.0,691.0,414.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,217.0,253.0,465.0,589.0,857.0,244.0,992.0,0.0,0.0,0.0,0.0
116,0.0,0.0,661.0,193.0,460.0,457.0,184.0,502.0,459.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,544.0,102.0,493.0,271.0,628.0,463.0,775.0,483.0,625.0,620.0,619.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,96.0,403.0,346.0,710.0,480.0,514.0,781.0,743.0,848.0,868.0,926.0,361.0,1019.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,28.0,562.0,292.0,262.0,474.0,481.0,706.0,250.0,805.0,0.0,0.0,647.0,964.0
120,492.0,73.0,441.0,252.0,578.0,468.0,737.0,493.0,577.0,641.0,569.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,523.0,79.0,574.0,243.0,451.0,447.0,283.0,453.0,451.0,614.0,456.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,22.0,412.0,285.0,718.0,498.0,499.0,734.0,749.0,808.0,880.0,883.0,378.0,994.0
123,0.0,0.0,513.0,78.0,631.0,241.0,757.0,286.0,632.0,385.0,619.0,617.0,370.0,764.0,557.0,952.0,361.0,1015.0,0.0,0.0,0.0,0.0
124,0.0,0.0,581.0,88.0,486.0,217.0,354.0,238.0,484.0,355.0,486.0,557.0,721.0,719.0,553.0,898.0,751.0,928.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,72.0,685.0,560.0,220.0,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,484.0,91.0,536.0,259.0,393.0,450.0,274.0,457.0,393.0,616.0,402.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,581.0,73.0,468.0,204.0,369.0,232.0,469.0,346.0,471.0,536.0,725.0,655.0,554.0,866.0,722.0,934.0,0.0,0.0,0.0,0.0
128,0.0,0.0,489.0,85.0,604.0,205.0,709.0,249.0,605.0,354.0,605.0,538.0,357.0,662.0,526.0,869.0,363.0,941.0,271.0,1019.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,180.0,686.0,629.0,256.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,37.0,396.0,276.0,721.0,412.0,502.0,698.0,722.0,788.0,845.0,926.0,369.0,934.0
131,553.0,97.0,510.0,274.0,640.0,451.0,776.0,475.0,655.0,625.0,650.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,4.0,581.0,240.0,285.0,346.0,475.0,631.0,292.0,716.0,198.0,805.0,649.0,833.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,211.0,898.0,385.0,1004.0,568.0,351.0,619.0
134,541.0,103.0,584.0,267.0,475.0,436.0,312.0,478.0,457.0,592.0,465.0,818.0,755.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,162.0,610.0,575.0,943.0,697.0,0.0,0.0,357.0,887.0
136,0.0,0.0,496.0,70.0,598.0,196.0,709.0,247.0,602.0,321.0,601.0,507.0,375.0,599.0,524.0,803.0,364.0,848.0,297.0,931.0,646.0,953.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,243.0,309.0,414.0,539.0,694.0,318.0,797.0,181.0,902.0,673.0,916.0
138,0.0,0.0,489.0,87.0,595.0,210.0,701.0,249.0,604.0,345.0,607.0,541.0,361.0,653.0,533.0,862.0,349.0,925.0,255.0,1019.0,0.0,0.0
139,0.0,0.0,580.0,78.0,478.0,207.0,373.0,232.0,474.0,343.0,721.0,644.0,0.0,0.0,548.0,856.0,725.0,911.0,0.0,0.0,469.0,1018.0
140,539.0,93.0,501.0,250.0,625.0,426.0,773.0,475.0,629.0,593.0,631.0,820.0,354.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,463.0,253.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,231.0,715.0,417.0,492.0,695.0,718.0,776.0,851.0,895.0,381.0,928.0
143,541.0,69.0,493.0,250.0,631.0,435.0,772.0,450.0,637.0,614.0,638.0,847.0,331.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,490.0,105.0,538.0,270.0,429.0,444.0,283.0,475.0,417.0,596.0,421.0,809.0,694.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,192.0,704.0,334.0,508.0,620.0,728.0,683.0,839.0,770.0,369.0,814.0
146,0.0,0.0,481.0,133.0,655.0,373.0,878.0,480.0,665.0,643.0,671.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,617.0,127.0,444.0,369.0,222.0,465.0,433.0,635.0,433.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,78.0,592.0,346.0,256.0,481.0,492.0,767.0,252.0,887.0,109.0,1001.0,686.0,1004.0
149,517.0,99.0,577.0,310.0,423.0,492.0,265.0,480.0,430.0,664.0,435.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,465.0,181.0,701.0,481.0,922.0,505.0,698.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,578.0,94.0,459.0,241.0,327.0,240.0,465.0,381.0,468.0,578.0,724.0,697.0,553.0,916.0,745.0,962.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,76.0,391.0,333.0,724.0,468.0,504.0,775.0,737.0,854.0,886.0,956.0,366.0,1013.0
153,504.0,100.0,456.0,280.0,586.0,460.0,742.0,471.0,589.0,622.0,590.0,851.0,301.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
